Global_apparent_power,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.324,1.324,0,240.99,5.4,0,0,17
1.33,1.33,0,241.57,5.4,0,0,18
1.33,1.33,0,241.61,5.4,0,0,18
1.328,1.328,0,241.21,5.4,0,0,18
1.33,1.33,0,241.42,5.4,0,0,18
1.324,1.324,0,240.92,5.4,0,0,18
1.326,1.326,0,241.13,5.4,0,0,17
1.332,1.332,0,241.64,5.4,0,0,18
1.326,1.326,0,241.04,5.4,0,0,18
1.328,1.328,0,241.68,5.4,0,0,18
1.322,1.322,0,241.12,5.4,0,0,18
1.324,1.324,0,240.94,5.4,0,0,18
1.372,1.372,0,241.42,5.6,0,0,17
1.524,1.432,0.092,241.33,5.8,0,0,18
2.136,2.004,0.132,240.69,8.8,0,0,18
1.696,1.498,0.198,241.68,6.2,0,0,18
1.696,1.498,0.198,241.88,6.2,0,0,18
1.694,1.496,0.198,241.59,6.2,0,0,18
1.692,1.496,0.196,241.37,6.2,0,0,18
1.684,1.49,0.194,240.94,6.2,0,0,17
1.672,1.48,0.192,240.22,6.2,0,0,18
1.69,1.492,0.198,241.45,6.2,0,0,18
1.7,1.5,0.2,241.93,6.2,0,0,18
1.558,1.444,0.114,242.32,6,0,0,18
1.53,1.432,0.098,242.46,5.8,0,0,18
1.526,1.43,0.096,241.93,5.8,0,0,18
1.538,1.44,0.098,242.31,5.8,0,0,18
1.538,1.44,0.098,242.38,5.8,0,0,18
1.546,1.446,0.1,243.02,5.8,0,0,18
1.558,1.454,0.104,243.94,6,0,0,18
1.558,1.454,0.104,244.01,6,0,0,18
1.556,1.452,0.104,243.98,6,0,0,18
2.004,1.906,0.098,243.36,8.2,0,0,19
1.634,1.528,0.106,244.42,6.4,0,0,18
1.588,1.48,0.108,244.28,6,0,0,18
1.562,1.456,0.106,244.61,5.8,0,0,18
1.556,1.452,0.104,244.39,5.8,0,0,19
1.548,1.446,0.102,243.98,5.8,0,0,18
1.534,1.434,0.1,243.39,5.8,0,0,18
1.532,1.434,0.098,243.22,5.8,0,0,18
1.536,1.438,0.098,242.94,5.8,0,0,18
1.53,1.434,0.096,242.11,5.8,0,0,18
1.526,1.432,0.094,241.84,5.8,0,0,18
1.53,1.434,0.096,242.29,5.8,0,0,18
1.516,1.422,0.094,241.56,5.8,0,0,18
1.524,1.428,0.096,242.04,5.8,0,0,18
1.642,1.486,0.156,241.64,6.2,0,0,18
1.688,1.492,0.196,241,6.2,0,0,17
2.412,2.192,0.22,240.95,9.6,0,0,18
1.704,1.5,0.204,242.77,6.2,0,0,18
1.702,1.498,0.204,242.68,6.2,0,0,18
1.696,1.492,0.204,242.85,6.2,0,0,18
1.684,1.484,0.2,242.33,6.2,0,0,18
1.674,1.476,0.198,241.85,6,0,0,18
1.686,1.484,0.202,242.54,6.2,0,0,18
1.534,1.424,0.11,242.21,5.8,0,0,18
1.45,1.394,0.056,242.1,5.6,0,0,18
1.322,1.322,0,241.43,5.4,0,0,18
1.326,1.326,0,241.76,5.4,0,0,18
1.38,1.38,0,241.78,5.6,0,0,18
1.494,1.41,0.084,242.15,5.8,0,0,18
1.482,1.402,0.08,241.33,5.8,0,2,18
1.498,1.414,0.084,242.47,5.8,0,1,18
1.5,1.416,0.084,242.47,5.8,0,2,18
1.508,1.422,0.086,242.86,5.8,0,1,18
1.498,1.414,0.084,242.31,5.8,0,1,18
1.486,1.404,0.082,241.81,5.8,0,2,18
1.482,1.4,0.082,241.84,5.8,0,1,17
1.48,1.398,0.082,241.72,5.8,0,2,18
1.488,1.406,0.082,242.25,5.8,0,1,18
1.498,1.414,0.084,242.62,5.8,0,1,18
1.502,1.418,0.084,242.63,5.8,0,2,18
1.62,1.468,0.152,242.12,6,0,1,18
1.738,1.514,0.224,243.07,6.2,0,1,18
1.746,1.522,0.224,243.38,6.2,0,2,19
1.748,1.522,0.226,243.69,6.2,0,1,18
1.732,1.51,0.222,242.87,6.2,0,1,18
1.83,1.616,0.214,241.65,6.6,0,2,18
2.09,1.824,0.266,241.53,7.6,0,1,18
2.144,1.832,0.312,240.87,7.6,0,1,17
2.148,1.834,0.314,241.22,7.6,0,1,18
2.154,1.836,0.318,241.8,7.6,0,2,18
2.146,1.824,0.322,241.97,7.6,0,1,18
2.138,1.824,0.314,241.64,7.6,0,1,18
2.128,1.828,0.3,242.44,7.6,0,1,18
1.956,1.766,0.19,242.28,7.2,0,0,18
1.948,1.762,0.186,241.47,7.2,0,0,18
1.788,1.698,0.09,241.53,7,0,0,17
1.768,1.688,0.08,241.16,7,0,0,18
1.772,1.69,0.082,241.43,7,0,0,18
1.768,1.686,0.082,241.12,7,0,0,18
1.756,1.678,0.078,240.55,7,0,0,18
1.768,1.686,0.082,241.21,7,0,0,17
1.77,1.688,0.082,241.37,7,0,0,18
1.772,1.688,0.084,241.89,7,0,0,18
1.766,1.684,0.082,241.63,7,0,0,18
1.766,1.684,0.082,241.49,7,0,0,18
1.742,1.666,0.076,239.98,6.8,0,0,18
1.75,1.672,0.078,240.57,6.8,0,0,17
1.744,1.668,0.076,240.35,6.8,0,0,18
1.734,1.66,0.074,239.47,6.8,0,0,18
1.744,1.67,0.074,239.86,6.8,0,0,17
1.74,1.666,0.074,239.63,6.8,0,0,18
1.746,1.67,0.076,239.93,6.8,0,0,17
1.748,1.672,0.076,240.17,7,0,0,18
1.73,1.658,0.072,238.99,6.8,0,0,18
1.71,1.642,0.068,238.31,6.8,0,0,17
1.702,1.636,0.066,237.87,6.8,0,0,17
1.682,1.62,0.062,236.47,6.8,0,0,17
1.678,1.618,0.06,236.23,6.8,0,0,18
1.802,1.678,0.124,237.16,7,0,0,17
1.88,1.704,0.176,237.7,7.2,0,0,17
1.896,1.718,0.178,238.56,7.2,0,0,18
2.254,2.082,0.172,237.74,8.8,0,0,17
2.28,2.102,0.178,238.84,8.8,0,0,17
2.252,2.08,0.172,237.58,8.8,0,0,18
2.086,1.974,0.112,237.32,8.2,0,0,17
1.9,1.9,0,235.33,8,0,0,17
1.926,1.926,0,237.56,8,0,0,17
1.634,1.634,0,240.06,6.8,0,0,18
1.664,1.618,0.046,240.31,6.6,0,0,17
1.872,1.822,0.05,240.06,7.6,0,0,18
1.828,1.78,0.048,239.95,7.4,0,0,18
1.934,1.882,0.052,239.6,7.8,0,0,17
1.93,1.878,0.052,239.48,7.8,0,0,18
1.926,1.874,0.052,238.98,7.8,0,0,17
1.924,1.872,0.052,238.93,7.8,0,0,18
1.916,1.862,0.054,238.62,7.8,0,0,17
1.924,1.87,0.054,238.9,7.8,0,0,18
1.926,1.874,0.052,239.16,7.8,0,0,17
1.928,1.874,0.054,239.07,7.8,0,0,18
1.932,1.88,0.052,239.51,7.8,0,0,17
1.918,1.918,0,239.33,8,0,0,18
2.096,2.016,0.08,239.74,8.4,0,0,17
2.416,2.344,0.072,239.05,9.8,0,0,18
2.168,2.096,0.072,238.8,8.8,0,0,17
2.02,1.952,0.068,237.72,8.2,0,0,18
2.006,1.94,0.066,237.28,8.2,0,0,17
1.12,1.042,0.078,238.56,4.6,0,0,3
0.992,0.91,0.082,238.89,3.8,0,0,0
0.988,0.908,0.08,238.59,3.8,0,0,0
0.992,0.91,0.082,239.01,3.8,0,0,0
1.034,0.938,0.096,239.17,4,0,0,0
1.17,0.986,0.184,239.16,4.2,0,0,0
1.17,0.986,0.184,239.43,4.2,0,0,0
1.164,0.982,0.182,238.98,4.2,0,0,0
1.156,0.976,0.18,238.31,4,0,0,0
1.152,0.974,0.178,237.79,4,0,0,0
1.154,0.974,0.18,238.08,4,0,0,0
1.154,0.974,0.18,238.42,4,0,0,0
1.162,0.978,0.184,239.14,4,0,0,0
1.086,0.948,0.138,240.02,4,0,0,0
1,0.914,0.086,239.98,3.8,0,0,0
1.004,0.916,0.088,240.36,3.8,0,0,0
0.998,0.912,0.086,240.17,3.8,0,0,0
1.002,0.914,0.088,240.53,3.8,0,0,0
1.004,0.916,0.088,240.19,3.8,0,0,0
1.004,0.916,0.088,240.27,3.8,0,0,0
0.994,0.91,0.084,239.08,3.8,0,0,0
1.03,0.946,0.084,239.03,4,0,0,0
1.404,1.322,0.082,238.28,5.4,0,0,0
1.408,1.324,0.084,239.3,5.4,0,0,0
1.172,1.09,0.082,239.08,4.6,0,0,0
0.812,0.724,0.088,239.6,3,0,0,0
0.802,0.72,0.082,237.88,3,0,0,0
0.814,0.728,0.086,239.3,3,0,0,0
0.796,0.716,0.08,238.69,3,0,0,0
0.854,0.772,0.082,238.86,3.2,0,0,0
0.99,0.91,0.08,238.44,3.8,0,0,0
1.104,1.01,0.094,237.55,4.2,0,0,0
1.04,0.96,0.08,238.45,4,0,0,0
1.278,1.162,0.116,238.2,5,0,0,0
1.42,1.274,0.146,238.33,5.4,0,0,0
1.262,1.118,0.144,239.4,4.6,0,0,0
1.308,1.148,0.16,239.37,4.8,0,0,0
1.414,1.182,0.232,238.5,5,0,0,0
1.426,1.192,0.234,239.96,5,0,0,0
1.43,1.198,0.232,240.33,5,0,0,0
1.48,1.252,0.228,239.72,5.4,0,0,0
2.192,1.97,0.222,238.74,8.2,0,0,0
2.25,2.03,0.22,238.79,8.4,0,0,0
2.326,2.008,0.318,238.52,8.4,0,0,0
2.504,2.036,0.468,238.81,8.6,0,1,0
2.368,1.986,0.382,239.99,8.4,0,1,0
2.6,2.238,0.362,238.97,9.4,0,1,0
4.346,3.786,0.56,237.58,16.6,0,2,0
4.866,4.244,0.622,237.15,18.2,0,1,0
4.616,4.046,0.57,237.41,17.4,0,2,0
3.37,2.952,0.418,239.08,12.8,0,1,0
2.862,2.524,0.338,237.9,10.6,0,2,0
2.852,2.516,0.336,237.35,10.6,0,1,0
2.906,2.548,0.358,236.96,10.8,0,1,0
3.304,2.778,0.526,237,11.8,0,2,0
3,2.66,0.34,238.33,11.2,0,1,0
3.216,2.882,0.334,237.69,12.2,0,1,0
3.51,3.128,0.382,237.29,13.2,0,2,0
3.538,3.136,0.402,237.41,13.2,0,1,0
3.526,3.124,0.402,237.58,13.2,0,1,0
3.514,3.11,0.404,237.46,13.2,0,1,0
3.492,3.092,0.4,236.89,13.2,0,2,0
3.506,3.102,0.404,237.41,13.2,0,1,0
3.482,3.084,0.398,236.61,13,0,1,0
3.488,3.088,0.4,236.75,13,0,1,0
3.49,3.09,0.4,236.86,13,0,2,0
3.58,3.14,0.44,236.97,13.4,0,1,0
3.658,3.16,0.498,236.5,13.4,0,1,0
3.64,3.204,0.436,236.81,13.6,0,0,0
3.696,3.308,0.388,236.01,14,0,0,0
4.27,3.898,0.372,235.37,16.6,0,0,11
4.508,4.14,0.368,234.43,17.6,0,0,17
4.59,4.216,0.374,234.94,18,0,0,18
4.592,4.222,0.37,235.84,18,0,0,17
4.766,4.396,0.37,234.75,18.8,0,0,17
4.626,4.334,0.292,234.94,18.4,0,0,17
4.604,4.33,0.274,235.37,18.4,0,0,17
4.604,4.328,0.276,235.41,18.4,0,0,17
4.632,4.352,0.28,236.31,18.4,0,0,17
4.64,4.36,0.28,236.57,18.4,0,0,18
4.764,4.486,0.278,236.06,19,0,0,17
4.646,4.366,0.28,236.75,18.4,0,0,17
4.618,4.342,0.276,236.01,18.4,0,0,17
4.596,4.322,0.274,235.23,18.4,0,0,17
4.63,4.356,0.274,235.92,18.4,0,0,17
4.656,4.376,0.28,236.74,18.4,0,0,17
4.66,4.378,0.282,236.94,18.4,0,0,17
4.702,4.422,0.28,237.01,18.6,0,0,18
4.7,4.418,0.282,236.8,18.6,0,0,17
4.654,4.372,0.282,236.83,18.4,0,0,17
4.638,4.36,0.278,236.62,18.4,0,0,17
4.644,4.364,0.28,236.83,18.4,0,0,17
4.654,4.378,0.276,236.52,18.4,0,0,18
4.672,4.39,0.282,237.42,18.4,0,0,17
4.64,4.36,0.28,236.73,18.4,0,0,17
4.638,4.36,0.278,236.65,18.4,0,0,17
4.566,4.284,0.282,238.24,18,0,0,18
4.444,4.128,0.316,237.91,17.4,0,0,17
4.496,4.124,0.372,236.6,17.4,0,0,17
4.298,4.04,0.258,236.23,17,0,0,17
4.282,4.036,0.246,236.35,17,0,0,17
4.548,4.304,0.244,236.04,18.2,0,0,17
4.64,4.392,0.248,236.91,18.4,0,0,18
4.724,4.476,0.248,237.39,18.8,0,0,17
4.734,4.484,0.25,237.79,18.8,0,0,17
4.74,4.488,0.252,237.74,18.8,0,0,17
4.866,4.64,0.226,237.54,19.4,0,0,18
4.726,4.58,0.146,237.21,19.2,0,0,17
4.706,4.56,0.146,236.77,19.2,0,0,17
4.73,4.584,0.146,237.48,19.2,0,0,17
4.732,4.586,0.146,237.55,19.2,0,0,18
4.752,4.604,0.148,238.17,19.2,0,0,17
4.65,4.504,0.146,237.61,18.8,0,0,17
4.61,4.466,0.144,237.03,18.8,0,0,18
4.236,4.126,0.11,236.59,17.4,0,0,17
4.31,4.108,0.202,237.23,17.2,0,0,17
4.324,4.118,0.206,237.69,17.2,0,0,17
4.33,4.124,0.206,237.99,17.2,0,0,18
4.272,4.078,0.194,237.77,17,0,0,17
4.034,3.834,0.2,238.43,16,0,0,17
4.042,3.84,0.202,238.77,16,0,0,18
4.03,3.83,0.2,238.45,16,0,0,17
4.018,3.82,0.198,238.08,16,0,0,18
4.232,4.03,0.202,237.35,17,0,0,17
4.14,3.922,0.218,238.1,16.4,0,0,17
4.206,3.896,0.31,238.55,16.4,0,0,18
4.208,3.898,0.31,238.44,16.4,0,0,17
4.186,3.882,0.304,238.1,16.2,0,0,18
3.946,3.636,0.31,237.99,15.2,0,0,17
3.716,3.4,0.316,238.46,14.2,0,0,17
3.594,3.274,0.32,238.78,13.8,0,0,18
3.572,3.256,0.316,237.96,13.6,0,0,17
3.488,3.172,0.316,237.96,13.4,0,0,18
3.288,2.972,0.316,237.42,12.6,0,0,17
3.29,2.974,0.316,237.55,12.6,0,0,17
3.276,2.96,0.316,236.95,12.4,0,0,17
3.294,2.976,0.318,237.74,12.6,0,0,18
3.28,2.964,0.316,237.19,12.4,0,0,17
3.12,2.9,0.22,237.15,12.2,0,0,17
3.11,2.894,0.216,237.05,12.2,0,0,17
3.116,2.9,0.216,237.41,12.2,0,0,18
3.106,2.892,0.214,236.97,12.2,0,0,17
3.108,2.894,0.214,237.12,12.2,0,0,17
3.124,2.906,0.218,237.55,12.2,0,0,17
3.084,2.872,0.212,236,12.2,0,0,17
3.142,2.922,0.22,238.5,12.2,0,0,18
3.14,2.92,0.22,238.41,12.2,0,0,17
3.142,2.922,0.22,238.39,12.2,0,0,18
3.172,2.944,0.228,239.53,12.2,0,0,17
3.154,2.932,0.222,238.98,12.2,0,0,18
3.138,2.918,0.22,238.24,12.2,0,0,17
3.13,2.912,0.218,237.95,12.2,0,0,17
2.866,2.756,0.11,238.56,11.6,0,0,18
2.76,2.69,0.07,238.16,11.2,0,0,17
2.734,2.67,0.064,237.08,11.2,0,0,17
2.638,2.638,0,236.87,11.2,0,0,18
2.64,2.58,0.06,236.92,10.8,0,0,17
2.48,2.422,0.058,236.51,10.2,0,0,17
2.478,2.422,0.056,237.85,10.2,0,0,17
2.474,2.474,0,238.53,10.4,0,0,18
2.502,2.502,0,238.07,10.4,0,0,17
2.486,2.486,0,237.39,10.4,0,0,17
2.498,2.498,0,238.11,10.4,0,0,18
2.55,2.504,0.046,238.41,10.4,0,0,17
2.54,2.494,0.046,238.03,10.4,0,0,17
2.502,2.502,0,237.68,10.6,0,0,18
2.486,2.486,0,237.52,10.4,0,0,17
3.196,3.046,0.15,237.15,13,0,0,17
3.004,3.004,0,236.88,12.6,0,0,17
3.25,3.25,0,234.08,13.8,0,0,17
3.4,3.4,0,233.13,14.6,0,0,17
3.44,3.44,0,233.72,14.6,0,0,17
3.844,3.604,0.24,233.88,15.4,0,1,16
3.968,3.682,0.286,234.2,15.8,0,1,17
4.278,4.006,0.272,233.83,17.2,2,1,17
5.052,4.87,0.182,232.59,20.8,1,2,17
3.9,3.732,0.168,234.04,16,1,1,16
3.822,3.65,0.172,234.29,15.6,1,2,17
4.762,4.552,0.21,233.62,19.6,1,1,17
3.866,3.686,0.18,234.36,16,2,1,17
3.486,3.306,0.18,235.19,14,1,2,17
3.426,3.242,0.184,236.13,13.8,1,1,17
3.398,3.216,0.182,235.94,13.6,1,2,17
3.392,3.21,0.182,235.61,13.6,1,1,17
3.348,3.174,0.174,234.05,13.6,2,1,17
3.364,3.186,0.178,234.69,13.6,1,1,17
5.31,5.148,0.162,233.31,22.2,32,2,16
5.194,5.032,0.162,233.07,21.6,37,1,17
5.146,4.984,0.162,232.78,21.4,36,1,17
5.104,4.944,0.16,231.85,21.2,37,2,16
5.124,4.962,0.162,232.35,21.4,36,1,17
5.142,4.978,0.164,232.92,21.4,37,1,16
5.328,5.168,0.16,232.68,22.2,36,1,17
5.522,5.362,0.16,232.75,23,37,1,17
5.662,5.504,0.158,232.5,23.6,36,2,16
5.622,5.408,0.214,232.56,23.2,37,1,17
5.642,5.39,0.252,232.11,23.2,36,1,16
5.64,5.388,0.252,232.36,23.2,36,1,17
4.214,4.018,0.196,234.4,17.8,15,1,17
3.442,3.28,0.162,234.89,14,2,0,17
3.426,3.266,0.16,234.91,14,1,0,16
3.576,3.414,0.162,235.9,14.4,1,0,18
3.758,3.596,0.162,236.17,15.2,1,0,17
3.768,3.6,0.168,235.25,15.4,1,0,17
3.804,3.628,0.176,236,15.4,2,0,17
3.82,3.642,0.178,236.72,15.4,1,0,17
3.672,3.524,0.148,236.98,14.8,1,0,17
3.304,3.244,0.06,237.84,13.6,1,0,17
3.076,3.008,0.068,238.64,12.6,1,0,18
2.868,2.796,0.072,239.34,11.6,2,0,17
2.732,2.732,0,238.41,11.4,1,0,18
2.58,2.58,0,238.55,10.8,1,0,17
2.702,2.702,0,239.66,11.2,1,0,18
2.734,2.734,0,239.37,11.4,1,0,17
2.85,2.85,0,238.7,12,2,0,18
2.85,2.85,0,238.53,12,1,0,17
2.85,2.85,0,238.62,12,1,0,18
2.832,2.832,0,237.6,12,1,0,17
2.804,2.804,0,236.33,11.8,1,0,17
2.818,2.818,0,236.32,12,2,0,17
2.754,2.754,0,235.91,11.6,0,0,17
2.792,2.792,0,235.02,11.8,1,0,17
2.846,2.846,0,233.93,12.2,2,0,17
2.982,2.898,0.084,234.83,12.4,1,0,17
3.076,2.994,0.082,235.26,12.8,1,0,17
2.98,2.896,0.084,235.32,12.4,1,0,17
2.966,2.882,0.084,235.14,12.2,2,0,17
3.442,3.364,0.078,234.94,14.4,1,0,17
3.522,3.434,0.088,235.33,14.6,1,0,17
3.688,3.522,0.166,235.79,15,1,0,17
4.898,4.808,0.09,234.32,21,1,0,17
6.984,6.906,0.078,231.03,30.4,20,0,16
8.02,7.884,0.136,230.39,34.2,36,0,16
7.842,7.698,0.144,231.4,33.2,36,0,17
7.768,7.62,0.148,231.61,32.8,36,0,16
7.75,7.602,0.148,231.24,32.8,36,0,17
7.77,7.62,0.15,231.59,32.8,36,0,16
7.818,7.684,0.134,232.22,33,36,0,17
7.866,7.738,0.128,232.43,33.2,36,0,16
7.688,7.564,0.124,231.67,32.6,36,0,17
7.644,7.524,0.12,230.9,32.6,36,0,16
7.732,7.612,0.12,230.54,33,36,0,16
7.636,7.552,0.084,231.18,32.6,36,0,17
7.39,7.322,0.068,230.76,31.6,35,0,16
7.05,7.05,0,232.33,30.2,36,0,17
6.608,6.608,0,232.31,28.6,31,0,16
4.978,4.978,0,234.74,21.2,0,0,17
4.936,4.936,0,233.69,21,0,0,17
4.97,4.97,0,235.09,21,0,0,17
3.392,3.312,0.08,238.09,14.2,1,0,17
3.146,3.048,0.098,237.75,12.8,0,0,17
4.488,4.432,0.056,235.95,19.2,0,0,17
5.006,4.96,0.046,234.73,21,0,0,17
4.97,4.97,0,235.18,21,0,0,17
4.974,4.896,0.078,235.42,20.8,0,0,17
4.97,4.892,0.078,235.14,20.8,0,0,17
3.504,3.438,0.066,236.64,15,0,0,17
3.252,3.19,0.062,237.52,13.6,0,0,18
5.024,4.948,0.076,235.23,21,0,0,17
5.062,5.062,0,234.57,21.6,0,0,17
5.08,5.01,0.07,234.7,21.2,0,0,16
4.964,4.886,0.078,235.14,20.8,0,0,17
4.154,4.082,0.072,236.22,17.8,0,0,18
2.198,2.142,0.056,237.37,9.2,0,0,5
3.338,3.272,0.066,236.04,14.4,0,0,0
3.932,3.932,0,235.18,16.6,0,0,0
3.992,3.992,0,237.47,16.8,0,0,0
3.998,3.998,0,237.51,16.8,0,0,0
3.98,3.98,0,236.75,16.8,0,0,0
2.81,2.81,0,237.95,12.4,0,0,0
2.208,2.058,0.15,237.13,8.6,0,0,0
4.164,4.008,0.156,236.46,17,0,0,0
4.202,4.05,0.152,235.95,17,0,0,0
4.182,4.03,0.152,235.54,17,0,0,0
4.056,3.906,0.15,235.59,16.6,0,0,0
3.586,3.486,0.1,235.6,15,0,0,0
1.754,1.682,0.072,238,7,0,0,0
2.42,2.35,0.07,238.9,10.6,0,0,0
3.758,3.704,0.054,237.48,15.6,0,0,0
3.744,3.69,0.054,237.23,15.4,0,0,0
3.756,3.702,0.054,237.54,15.6,0,0,0
3.524,3.47,0.054,237.15,14.8,0,0,0
1.754,1.684,0.07,238.25,7,0,0,0
2.59,2.526,0.064,238,11.4,0,0,0
3.762,3.706,0.056,237.8,15.6,0,0,0
3.762,3.706,0.056,238.06,15.4,0,0,0
3.778,3.718,0.06,238.66,15.6,0,0,0
3.21,3.14,0.07,240.17,13.6,0,0,0
1.788,1.704,0.084,241.25,7,0,0,0
2.724,2.656,0.068,239.41,11.8,0,0,0
3.82,3.758,0.062,239.76,15.6,0,0,0
3.822,3.76,0.062,239.98,15.6,0,0,0
3.812,3.75,0.062,239.74,15.6,0,0,0
2.758,2.684,0.074,240.55,12,0,0,0
1.78,1.698,0.082,240.76,7,0,0,0
3.652,3.596,0.056,237.36,15.2,0,0,0
3.69,3.638,0.052,236.75,15.2,0,0,0
3.61,3.55,0.06,238.24,14.8,0,0,0
3.748,3.686,0.062,239.1,15.4,0,0,0
2.008,1.838,0.17,241.1,8.4,0,0,0
1.684,1.628,0.056,241.35,7.2,0,0,0
3.45,3.45,0,239.14,14.4,0,0,0
3.436,3.436,0,238.7,14.4,0,0,0
3.404,3.404,0,237.62,14.2,0,0,0
3.042,3.042,0,238.15,13.2,0,0,0
1.488,1.422,0.066,241.1,6,0,0,0
3.2,3.036,0.164,239.94,13.2,0,0,0
3.692,3.534,0.158,239.48,14.6,0,1,0
3.69,3.536,0.154,239.87,14.6,0,2,0
2.636,2.564,0.072,241.72,11.4,0,1,0
1.526,1.438,0.088,243.64,5.8,0,2,0
2.718,2.644,0.074,242.81,11.6,0,1,0
3.578,3.516,0.062,241.48,14.4,0,1,0
3.376,3.314,0.062,240.99,13.8,0,2,0
3.256,3.192,0.064,241.28,13.2,0,1,0
1.222,1.134,0.088,243.21,4.6,0,2,0
2.172,1.95,0.222,243.13,9,0,1,0
3.626,3.376,0.25,241.49,14,0,1,0
3.682,3.474,0.208,241.2,14.4,0,2,0
3.458,3.262,0.196,241.01,13.8,0,1,0
1.72,1.498,0.222,243.42,6.2,0,1,0
2.358,2.146,0.212,242.35,9.8,0,2,0
3.738,3.546,0.192,240.64,14.6,0,1,0
3.634,3.444,0.19,239.85,14.4,0,1,0
3.424,3.238,0.186,238.72,13.6,0,1,0
2.144,1.938,0.206,240.25,9,0,2,0
1.428,1.204,0.224,242.51,5,0,1,0
3.02,2.82,0.2,240.75,12.2,0,1,0
3.474,3.274,0.2,241.12,13.6,0,1,0
3.47,3.27,0.2,241.22,13.6,0,1,0
3.004,2.876,0.128,242.19,12.2,0,1,0
1.226,1.122,0.104,243.28,4.6,0,0,0
1.884,1.792,0.092,242.17,8.4,0,0,0
3.372,3.236,0.136,239.85,13.4,0,0,0
3.392,3.222,0.17,239.25,13.4,0,0,0
3.62,3.456,0.164,238.76,14.4,0,0,0
2.686,2.506,0.18,240.76,11.2,0,0,0
1.674,1.482,0.192,241.89,6.2,0,0,0
2.79,2.61,0.18,241.26,11.6,0,0,0
3.748,3.572,0.176,241.69,14.8,0,0,0
3.756,3.578,0.178,242.03,14.8,0,0,0
3.652,3.474,0.178,241.46,14.4,0,0,0
1.686,1.484,0.202,243.09,6.2,0,0,0
1.974,1.974,0,243.23,9,0,0,0
3.464,3.402,0.062,241.31,14,0,0,0
3.448,3.386,0.062,240.72,14,0,0,0
3.462,3.402,0.06,241.42,14,0,0,0
1.312,1.312,0,243.9,5.8,0,0,0
1.152,1.152,0,244.81,5.2,0,0,0
3.202,3.154,0.048,243.51,12.8,0,0,0
3.192,3.144,0.048,243.36,12.8,0,0,0
3.18,3.13,0.05,242.73,12.8,0,0,0
1.646,1.646,0,244.79,7.8,0,0,0
1.334,1.334,0,244.36,6.2,0,0,0
3.18,3.132,0.048,242.59,12.8,0,0,0
3.164,3.114,0.05,241.97,12.8,0,0,0
3.17,3.12,0.05,242.33,12.8,0,0,0
1.134,1.134,0,244.04,5,0,0,0
1.744,1.744,0,243.82,8.2,0,0,0
3.188,3.188,0,242.41,13,0,0,0
3.31,3.226,0.084,242.27,13.2,0,0,0
3.09,3.004,0.086,242.01,12.6,0,0,0
1.19,1.086,0.104,243.56,4.4,0,0,0
1.978,1.834,0.144,242.96,8.6,0,0,0
3.466,3.344,0.122,239.52,13.8,0,0,0
3.488,3.366,0.122,239.42,14,0,0,0
3.55,3.428,0.122,239.37,14.2,0,0,0
1.982,1.836,0.146,240.6,8.4,0,0,0
2.046,1.814,0.232,240.82,8.2,0,0,0
3.356,3.166,0.19,240.24,13.2,0,0,0
