ResponseID,Gender,Age,Edu,Duration,Freq,IR,ICU,IA,IU,IF,ICO,ICR,EOU,SyR,SyF,SyA,SyT,SyI,SySc,SrR,SrRp,SrA,SrC,SrSc,SrCp,SrP,SrCm,SrAc,SrE,SrTa,Satisfation
1066861,2,1,2,1,7,0.67,-0.67,-0.67,0.67,0.33,0,0.33,0,0.25,0.33,-1.33,-0.67,0,-1,0,-0.25,0.33,-0.67,0.33,0.75,0,0.33,0.67,0.5,0.43,Neutral
1068167,2,1,2,3,6,0.67,0.67,-1.67,0,0.33,0.33,-0.33,1,1,1,0,0.33,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Neutral
1069171,2,1,2,3,1,0,0.33,-0.67,0.33,-0.67,0,0,0,-0.5,0.67,0,0,0,0,-0.67,-0.25,-0.33,0.33,0,0.25,0,0,-0.33,-0.5,0,Neutral
1069572,1,1,2,3,7,2,2,-0.33,1.33,1.33,1.67,-0.33,1,0.25,1.67,0.33,1.67,2,0.67,0,0,0,0,0.67,0.5,0.5,0.33,0.67,0,0.71,Somehow Satisfied
1069658,1,1,1,3,6,0,0,-1.33,0.67,-0.33,-0.33,0.33,-1.67,-0.5,-1,-1,1,1.33,-0.33,-0.33,0,0,0,0,-0.5,-1,1,0.67,0.25,-0.14,Somehow Distatsified
1069804,2,1,2,1,3,0,1,0,1,-1,0.33,0,-0.33,-0.25,-0.67,0.33,-0.67,0,0.33,0,0,0,-0.33,0.33,0.5,0,0.33,-1,-0.25,0.57,Somehow Distatsified
1069937,2,1,1,3,3,3,2.67,1.67,1.33,-1,2.67,2,0.67,2,3,2.67,2,2,3,1,1,1,-1,1,0.25,-0.5,0.33,1,-1,0.14,Somehow Satisfied
1070125,1,1,2,3,7,1.67,1.67,1.67,1,1,1,1,1,0.5,1.33,1.33,2,1.33,1.67,1.67,2.5,1.33,1,1.67,1.5,1,1.67,1.67,1.75,0.86,satisfied
1070242,2,1,1,2,5,-0.67,-0.33,-0.33,0,0.33,0.33,-0.33,-0.67,-0.75,-1.33,0,0,0,0,0,0.25,-0.33,0,0,0,0,0,0,-1,-0.14,Neutral
1070371,2,1,1,3,7,2,1.67,0.67,1.33,2,1.33,1.33,1.33,0.75,0.33,1.67,1.67,2,2.33,2,1.5,2,1.67,2,1.75,1.5,1.67,1.33,1.5,1.86,satisfied
1070593,1,1,2,3,3,0.33,1.67,1.33,2.33,2,1.33,2,1.67,2,3,2.33,1.33,2,3,2.33,2,1.33,1.67,0.67,1.25,0.5,1.67,1.33,1.25,1.43,Somehow Satisfied
1070778,2,1,1,3,7,0,-0.33,-0.33,0,0,0.67,0.33,-0.33,-0.25,-0.33,-0.33,0,0.67,0,0,-0.5,-0.33,-0.33,0,-0.5,0,-0.33,-0.33,-0.25,-0.14,Neutral
1071532,2,1,2,3,2,3,3,3,2,0.67,2.33,3,3,3,3,3,2.67,3,3,3,3,3,3,3,3,3,3,3,2.75,3,satisfied
1071599,1,1,2,3,2,1,1,-1,1,1,1,-0.33,-0.33,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,Somehow Distatsified
1071624,2,1,1,3,6,2,2,2,2,2,2,2,2,1.75,1.33,2,2,2,2,2,2,2,1.33,2,1.5,2,2,1,1,1.29,satisfied
1071691,2,1,2,3,5,2,1.67,1.33,3,3,2.33,2.33,2.67,2.5,2.33,3,3,2,3,2.33,2.5,2,2,2,2,2,2,2,2,2,satisfied
1071697,1,1,1,2,4,2.67,3,2.33,2.67,2.33,2.67,3,2.67,2.75,2,2.33,3,2.67,3,2.67,3,3,3,3,2.75,2.5,3,3,2,2.43,satisfied
1071931,2,1,2,3,5,1,1.67,2,1.67,2,1.67,1.67,2,2,2,1.33,2,2,2,1,1,1,2,2,1.5,1.5,1,1,1,2,Somehow Satisfied
1072095,1,1,1,3,4,0.67,0.67,-2.67,0.33,0.67,0.33,-0.33,-1.33,-0.75,-0.33,0,0.33,1,1,-3,-3,-3,-1.67,-2,-2,-2.5,-2.33,-2.33,-2,-0.43,Somehow Satisfied
1072103,2,1,2,3,3,3,3,2.33,3,3,3,3,3,2.5,2.33,2.67,3,3,3,3,2.5,3,3,3,3,3,3,3,3,3,satisfied
1072457,2,1,2,3,3,0,2,2.33,2.33,0.67,3,3,1.67,1.75,2,1.33,2,1.67,2,0,0,0.33,0,0,0,0,0,0,0,0,satisfied
1073195,2,1,2,3,7,2.67,3,1.33,3,2.67,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.33,2.5,2.57,satisfied
1074756,2,1,2,3,3,3,2,2.33,3,2.67,3,2.67,3,3,3,2.33,2,3,3,3,3,3,3,3,3,3,3,3,3,3,satisfied
1075390,1,1,2,3,5,2.67,3,1.67,3,3,3,3,3,2.75,2.33,2.67,3,3,3,2.67,2.25,3,2.67,2.33,2.75,3,2.33,3,2.75,2.86,satisfied
1075470,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neutral
1075510,2,1,2,3,4,1,2,0.33,2.33,2.33,2.33,1.67,3,2.25,3,1.67,1.67,1.33,1.33,1,1,1,3,2.33,2,2,2,2.33,2,2.14,Somehow Satisfied
1075552,2,1,2,3,5,-0.33,-0.33,-0.33,-1,0,0,0,-0.33,-0.75,-1,-0.33,-0.33,0,-0.67,-0.33,0.5,-1,0.33,0.33,0.75,0.5,0,-0.33,-1,-0.29,Somehow Distatsified
1075629,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,satisfied
1075768,2,1,2,3,4,1.67,2.33,2,2,2,2,2,2,1.75,1.33,1.33,2,1,2,1.67,1,1.67,1,0.33,0.25,1,1,1,1,0.71,satisfied
1076589,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,1.33,1,1,1.57,satisfied
1076652,1,1,1,3,5,1.67,0.67,-1.67,1,1,1,0.33,0.67,-0.25,-0.33,0.67,0.67,1,1,1,1,1,0.67,0.67,0.25,1,1,0.33,1,0.71,Somehow Satisfied
1076678,2,1,1,3,6,1.67,0.67,1.33,1.33,2,1.33,1.33,-1.67,-1.25,-1.33,0.33,0.67,1,1.67,2,2,2,1.33,2,2,2,2,2,0.5,1,satisfied
1076681,2,1,1,3,7,0,-1,0.33,-0.67,-1,1.33,2,0.33,1.25,3,0,-1,1,3,2,0,3,3,3,3,3,3,3,3,3,satisfied
1077463,2,1,2,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,satisfied
1078003,1,1,2,3,5,0,0.67,-0.67,0,0,0.33,0.67,1,0.5,2.67,0,-0.33,0.33,0,0.33,0.25,0.33,0.67,-0.33,0.25,0,0,-0.33,0.25,0.29,Somehow Satisfied
1078224,2,1,2,3,5,0,1,1,-0.33,-0.67,1,1,3,1,0.33,2,0.67,2,2,2,2.5,1.67,0.67,-0.33,0.25,0.5,0,2.67,1.5,1.57,Somehow Satisfied
1078384,1,1,2,3,2,0,1,0.33,1,0,1,1,1,0.75,0.67,1,1,1,1,1,1,1,1.33,1.33,1.5,1,1,1.33,1.5,1.29,Somehow Satisfied
1078456,1,1,1,2,5,0.33,0,1,2,1.67,2,2,1,1.25,1.67,0.33,-0.67,-0.67,0,1,1,1,1,0.67,1.25,1,1,1.67,1.75,1.43,satisfied
1078462,1,1,2,3,6,2,2.33,1.33,1.67,-0.33,1.67,2,2,2.25,2.33,2,2,1.67,1.67,2.33,1.5,1.67,2,2,2,2,2.33,2,1,1.71,satisfied
1079389,2,1,2,3,3,2.33,1,2,0.33,-1,0,3,-0.33,0.75,0.33,0.33,-1,1,2,-1.67,-2.25,-2,0.67,0.33,1.25,0.5,-1,-1.67,0.25,-0.29,Somehow Satisfied
1080168,1,1,1,3,5,0.67,0.33,0.67,1.33,1.33,1.67,0,0.33,-0.75,-0.67,1,0.67,0,1,0,0.25,0,0,0,0,0,0,1.67,0.25,0,Neutral
1080901,1,1,2,3,6,0,-3,-0.33,-0.33,-1.67,-3,-1,-2,0,2,0,-3,0,1.67,-3,-3,-3,-3,0,-3,-3,-3,-2.67,-3,-2.57,Dissatisfied
1080995,1,1,2,3,7,1,0,0.67,1,1,0.67,1,1.33,0.5,0.67,-1,0,-0.67,0,0.33,-0.5,0.33,0.33,0.33,1,1.5,0.67,1,0.5,0.14,Neutral
1081063,1,1,2,3,2,1,0.67,0.33,0.67,1.33,0.33,1.67,0.33,0,0.33,-0.67,1.33,-0.33,-0.67,0,0.25,0.33,0,0,0,-1,0.67,0.33,0,0.14,Somehow Satisfied
1081683,1,1,2,3,5,3,2.67,3,2.33,2.33,3,2.67,2.67,2.75,2,3,1.33,3,3,1.33,-0.5,1.33,2.33,1.67,2.25,2,1.67,1.67,0.75,1.86,satisfied
1081686,1,1,2,3,4,0.67,1,-0.33,-0.67,-1.67,0.67,0,-2.33,-0.5,0.67,0,1,1,1.33,0.67,0.75,1.33,1.33,1.33,1.25,1,1,0.67,0.75,1.29,Neutral
1081821,1,1,2,3,5,0.67,1.33,-1.33,1,0.67,0.67,1,1.33,-0.25,0.33,0.67,0.33,0.67,1,1,1,1,1,1.67,1.25,1.5,1.33,1,1.75,1.29,Somehow Satisfied
1082185,2,1,2,3,6,0,1,0,1,1,1,0.67,1,0.25,-0.33,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Neutral
1082400,2,1,1,1,4,1,1.67,1.33,2,2,2,2,1.67,1.75,1.33,1,1.67,1.67,2,1.67,2,1.33,1.33,1.67,1.5,1.5,2,2,2,2,Somehow Satisfied
1083124,1,1,2,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.67,0.67,0.5,1,0.67,1.33,0,0.86,satisfied
1083168,2,1,1,1,4,0.33,1.67,0.33,0.33,0.67,1,2,-0.67,0.25,-0.33,0.33,1,0.67,2,0.33,-0.5,0.67,1.67,2,1.25,1.5,0.33,-0.67,-0.5,0.57,Somehow Satisfied
1083862,1,1,2,3,6,0,2,2,-1.33,-3,0.67,2,-3,1.25,2,-2.33,-0.33,2,2,2,2,2,2,2,2,2,2,2,2,2,Dissatisfied
1084353,2,1,2,3,5,2,2.67,3,2.67,2.67,2.67,2.67,3,2.5,2.67,2.67,2.67,3,3,2.33,2,2.33,2.33,2.33,2.25,2,2,2,2,2.43,satisfied
1084396,1,1,1,3,3,2,2,2,2.67,2.33,2.67,2.67,3,3,3,2.67,2,2.33,3,2.67,2.5,2.67,3,2.33,2.75,2,2.33,3,2.5,2.57,satisfied
1084798,1,1,2,3,5,0.67,1.67,1.67,1.67,1.33,1.33,1.67,1.67,1.5,1.67,1.33,1.67,1.33,1.67,1.67,1.5,1.33,1.67,1.33,1.25,1.5,1.67,1.67,1.75,1.43,Somehow Satisfied
1084965,1,1,1,3,2,0,2,2,2,2,2,2,1.67,1.5,2.33,2,2,2,2,2,2,2,0.33,1,0.5,1,0.67,-1.33,-1.25,0.57,Somehow Satisfied
1085109,2,1,2,3,6,2,1.67,0.33,1.67,1.33,1,1,0.33,0,-0.67,0.33,1,1,1,1,0,1,0.33,1,0.5,1,1,1,1,1,Somehow Satisfied
1085476,2,1,2,3,4,1,2,1.67,1,0.67,1,1.33,-0.33,-0.25,-0.33,2,1,1,2,1.33,1.75,1,-1.33,0.67,0,1,0.33,-1.67,-1.75,-0.57,Somehow Satisfied
1085720,2,1,2,3,7,1,1.33,-1,2,2,1.33,2,0.33,0.25,1,1,1,0.67,-0.33,0.67,0.75,0.67,1.67,1,1,0.5,0.67,1,1,1,Neutral
1088326,1,1,2,3,6,1,0.67,0.67,1.33,1,1,0.67,1,0.75,0.33,1.33,1,0.67,0.67,1,0.75,1.67,1,1.33,0.75,1.5,0.67,0.67,0.5,1,Neutral
1088516,1,1,2,3,2,0,0,0.33,0.33,-1,0.67,-0.67,0.33,0,1.33,0.33,0.67,0.67,1.33,1,1,1,1,1,1,1,1,1,1,1,Somehow Satisfied
1089128,2,1,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,satisfied
1089202,1,1,1,1,6,3,3,2.67,2.67,2.67,2.67,3,2.33,3,2.67,3,3,2.67,3,2.67,2.5,2.67,3,2.67,2.5,3,3,3,3,2.71,satisfied
1089252,2,1,2,3,2,1,1.33,1.33,-0.67,0.33,0,0,0,1.25,2,0,-0.33,-0.33,0.67,-0.33,0.5,0.67,0.67,0,0.25,1,0,0,-0.75,-0.57,Neutral
1089766,1,1,2,3,3,1.33,0,1.33,-0.67,-0.33,-0.67,-0.33,-2,-0.5,-1,-0.33,-0.33,0,0,0.33,0,-0.33,1,-0.67,0,-0.5,0.33,1,0.25,-0.29,Neutral
1089779,1,1,2,3,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,satisfied
1090647,1,1,2,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Somehow Satisfied
1090867,2,1,1,1,6,0.67,1.33,-0.67,-0.33,0.33,1.33,1,-1,0.5,-0.33,0.33,1,1.33,3,1.33,1,0.33,1.33,2.67,2.75,2,2,1,0.25,1.14,Somehow Satisfied
1091237,1,1,1,2,5,0,0.67,1,1.33,1,1,1,-0.33,-0.75,-1,1.67,1,1,1.67,0.67,0.75,1,0.33,0.67,0.75,1,0.33,-0.33,0,0,satisfied
1091284,1,1,2,3,5,0.33,2,0.67,1,1,1.33,1.33,1,1.25,1,1.67,1.67,1.33,2,1,1,1.67,2,1.33,1.5,1.5,1.67,1.33,1.75,2,satisfied
1091502,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,satisfied
1091526,1,1,2,3,1,0,0.33,-0.67,0.33,1,1.33,1,0.33,1,1,1,0,0,3,0,0.75,0,0,0,0,0,0,0,0,0,Somehow Satisfied
1091894,2,1,2,3,5,2.33,2,2.33,2,-0.33,2.67,2.33,2,2.5,0,2.33,-1,2.67,2.67,2.67,2.75,2.67,2.33,2.33,1.75,3,3,2.67,2,1.86,satisfied
1092615,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Somehow Satisfied
1092826,2,1,2,4,7,0,-1.33,0.67,0,0,0,0,0,0,0,2,1.67,1.33,1.33,1.67,1.25,0,0,0,-0.25,0,0,0,0,0,Somehow Satisfied
360743,1,2,2,1,5,2,2.33,1.67,2,1,1.33,1.33,0.33,1,-0.33,1,1,1.33,1.33,2,1.75,2.67,1.33,1.67,1.75,1,1.67,2.33,1.75,1.71,satisfied
410450,2,2,3,3,2,2,-0.67,1.33,0.33,-0.33,1,1.67,-0.33,1,1,2,0.67,2,2,1,1,1,1.33,1.67,1,0.5,0.33,1,1,1,Somehow Satisfied
429298,2,2,2,1,4,1,0,-1.33,0,0.67,-0.67,1.33,-0.67,0.5,1.67,-2,0.67,0.33,0,0.67,-1,-0.33,-2.33,0,-0.25,-0.5,-1,-1.67,-1,0,Somehow Distatsified
530516,1,2,3,3,5,0,0,-2,-1.67,-3,-3,1,-3,-3,1.33,-3,-2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,0.67,-3,-0.71,Somehow Distatsified
626582,2,2,2,3,5,-0.33,0.33,-0.33,0.67,0.33,-1,0.33,0.67,0.25,-1.67,-0.67,-1,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0,Neutral
822177,2,2,3,4,5,2,2,2,1.67,1,1.67,1.33,1,1.25,0,1.67,0.33,0,2,1,1,1.33,1.33,0.33,0.25,1,1,1.33,1.25,0.29,satisfied
871118,1,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neutral
905802,2,2,2,3,5,0.67,1,1.33,1.67,1.67,1.67,2,1.33,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,satisfied
917503,1,2,2,2,4,0,0,0,1,1,1,1,1,1,1,0.67,0.33,0.67,0.67,0,0,0,0.67,0,0.75,0,0.33,0,0.75,0.43,Neutral
940284,1,2,3,4,5,2.67,2.67,2,2,1.67,2,2,1.67,1.25,1.33,1.33,2.67,2.33,2,1.67,2.25,1.67,1.67,2.67,1.75,2.5,2,1.33,1.75,1.29,Somehow Satisfied
942564,1,2,2,1,3,2,2,2,1,1.33,2,2,1.67,3,2.33,2,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,Somehow Satisfied
943196,1,2,2,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,satisfied
987191,2,2,2,3,2,2,1.33,1.67,2.33,2.67,1.67,3,2,3,3,2,1,1.67,3,1.67,1.25,1,0,3,1.5,0,-1.33,2,-2.5,1,satisfied
1019648,1,2,2,1,6,-2,1,2,0.33,1.33,1.33,1,-1.67,1,1.67,0,-1.33,-2,1.67,-1,-0.75,-0.67,0,0,0,0,0,-1,0,0.29,Somehow Distatsified
1032408,2,2,1,3,4,0,2.33,0.33,1.33,2.33,2,1.67,3,2.25,2,2.33,1,0.67,3,2.67,3,2.67,0.67,1.67,0.5,2,2,3,0.5,1.43,satisfied
1039587,1,2,2,3,3,2,2,0.67,1.33,-1,2,2,-0.67,0,0,1,0.67,1,0.67,0.67,-1.75,2.33,3,3,3,3,3,-3,1.5,0,Somehow Satisfied
1053801,1,2,2,3,5,-1,1,1,1,1,-0.33,1,0.33,0.5,1,0.33,1,1,0.67,1,0,1,-0.33,0.67,0.5,0.5,1,-1.67,-2.75,0.14,Somehow Satisfied
1058481,1,2,2,3,5,3,3,3,2.33,2.33,2.67,3,2.67,2.75,3,2.33,2.67,3,3,2,1.75,2,0.67,1,1,1,1.67,0,0,0.57,satisfied
1061626,2,2,3,3,6,2,1.67,-0.33,0.67,-0.67,1.33,1.67,1.33,1,0.33,1.33,-0.67,2,2,0,-0.5,0,0.67,0,0.25,1,2,-1,0.25,0.86,Somehow Satisfied
1068397,1,2,2,3,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,satisfied
1084772,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neutral
888723,2,3,2,1,5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,1,1.67,1.67,1,1.5,1,2,1.5,1.86,satisfied
1031967,2,3,2,3,3,1,1,-0.33,1,0.67,0,1,1,0.75,0.33,0.33,0.67,1,1.67,0,0.75,0,0,0,0,0,0,0.67,0,0.14,Somehow Satisfied
1081632,2,3,2,3,7,1.33,1,0,1.33,1.33,1,1.67,-1,-1,-1,0.33,0,0.33,1.33,0.67,0.25,0.33,0,0,0,0,0,0,0,0,Somehow Satisfied
547218,1,4,2,3,5,3,3,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,satisfied
